source_diagram,source_id,source_name,source_up,source_hgnc,source_type,source_all,interaction_type,target_id,target_name,target_up,target_hgnc,target_type,target_all,reaction_annotation,org_source_id,org_target_id
WP4868,W16_30,INF_minus_I_space_alpha_slash__space_beta,NA,NA,PROTEIN,urn:miriam:wikidata:Q6046488,CONSPUMPTION,W16_102,NA,NA,NA,UNKNOWN_TRANSITION,NA,PUBMED:31226023,bd4e9,id3cf0d202
WP4868,W16_102,NA,NA,NA,UNKNOWN_TRANSITION,NA,PRODUCTION,W16_19,b8407,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000159110;urn:miriam:ensembl:ENSG00000142166,PUBMED:31226023,id3cf0d202,b8407
WP4868,W16_49,d46a8,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000213928;urn:miriam:ensembl:ENSG00000115415;urn:miriam:ensembl:ENSG00000170581,CONSPUMPTION,W16_28,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:31226023,d46a8,bc446
WP4868,W16_28,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W16_85,ISGs,NA,NA,PROTEIN,NA,PUBMED:31226023,bc446,f1bfb
WP4868,W16_79,GRL0617,NA,NA,SIMPLE_MOLECULE,urn:miriam:wikidata:Q27097846,CONSPUMPTION,W16_68,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PUBMED:22088887;PUBMED:18852458,ebd2b,e29be
WP4868,W16_68,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W16_77,PLpro_space_(nsp3),NA,NA,PROTEIN,urn:miriam:refseq:YP_009725299.1,PUBMED:22088887;PUBMED:18852458,e29be,e9fd0
WP4868,W16_74,IRF3,NA,NA,GENE,urn:miriam:ensembl:ENSG00000126456,CONSPUMPTION,W16_58,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:32695122;PUBMED:33506952,e7683,dd2da
WP4868,W16_58,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W16_21,b8d9b,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000126456,PUBMED:32695122;PUBMED:33506952,dd2da,b8d9b
WP4868,W16_64,dffb5,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000115415;urn:miriam:ensembl:ENSG00000170581,CONSPUMPTION,W16_65,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:32726355,dffb5,e0118
WP4868,W16_65,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W16_49,d46a8,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000213928;urn:miriam:ensembl:ENSG00000115415;urn:miriam:ensembl:ENSG00000170581,PUBMED:32726355,e0118,d46a8
WP4868,W16_52,RIG_minus_I_space_(DDX58),NA,NA,PROTEIN,urn:miriam:ensembl:ENSG00000107201,CONSPUMPTION,W16_80,NA,NA,NA,UNKNOWN_TRANSITION,NA,PUBMED:32726355;PUBMED:32695122,d88ba,ed2f7
WP4868,W16_80,NA,NA,NA,UNKNOWN_TRANSITION,NA,PRODUCTION,W16_94,MAVS,NA,NA,PROTEIN,urn:miriam:ensembl:ENSG00000088888,PUBMED:32726355;PUBMED:32695122,ed2f7,fa763
WP4868,W16_36,TLR4,UNIPROT:O00206,NA,PROTEIN,urn:miriam:uniprot:O00206,CONSPUMPTION,W16_90,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:33506952,c7d93,f8a9c
WP4868,W16_90,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W16_63,MYD88,NA,NA,GENE,urn:miriam:ensembl:ENSG00000172936,PUBMED:33506952,f8a9c,dfbb7
WP4868,W16_5,nsp14,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725309,CONSPUMPTION,W16_44,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PUBMED:32726355,aaed9,d00bf
WP4868,W16_44,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W16_52,RIG_minus_I_space_(DDX58),NA,NA,PROTEIN,urn:miriam:ensembl:ENSG00000107201,PUBMED:32726355,d00bf,d88ba
WP4868,W16_26,SARS_minus_CoV_space_2_space_RNA,NA,NA,RNA,urn:miriam:wikidata:Q82069695,CONSPUMPTION,W16_40,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,PUBMED:33506952,bbbdd,c8d59
WP4868,W16_40,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,PRODUCTION,W16_71,TLR7,NA,NA,GENE,urn:miriam:ensembl:ENSG00000196664,PUBMED:33506952,c8d59,e4953
WP4868,W16_36,TLR4,UNIPROT:O00206,NA,PROTEIN,urn:miriam:uniprot:O00206,CONSPUMPTION,W16_32,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:33506952,c7d93,bebd6
WP4868,W16_32,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W16_3,TRIF_br_,NA,NA,PROTEIN,NA,PUBMED:33506952,bebd6,a8003
WP4868,W16_99,SARS_minus_CoV_space_2_space_RNA,NA,NA,RNA,urn:miriam:wikidata:Q82069695,CONSPUMPTION,W16_106,NA,NA,NA,UNKNOWN_TRANSITION,NA,PUBMED:32726355;PUBMED:32695122,ff396,id5e8cde6a
WP4868,W16_106,NA,NA,NA,UNKNOWN_TRANSITION,NA,PRODUCTION,W16_52,RIG_minus_I_space_(DDX58),NA,NA,PROTEIN,urn:miriam:ensembl:ENSG00000107201,PUBMED:32726355;PUBMED:32695122,id5e8cde6a,d88ba
WP4868,W16_26,SARS_minus_CoV_space_2_space_RNA,NA,NA,RNA,urn:miriam:wikidata:Q82069695,CONSPUMPTION,W16_17,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,PUBMED:33506952,bbbdd,b5e59
WP4868,W16_17,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,PRODUCTION,W16_9,TLR9,UNIPROT:Q9NR96,NA,PROTEIN,urn:miriam:uniprot:Q9NR96,PUBMED:33506952,b5e59,adc15
WP4868,W16_77,PLpro_space_(nsp3),NA,NA,PROTEIN,urn:miriam:refseq:YP_009725299.1,CONSPUMPTION,W16_24,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,e9fd0,ba761
WP4868,W16_24,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W16_98,TRAF6,NA,NA,GENE,urn:miriam:ensembl:ENSG00000175104,NA,ba761,fe40f
WP4868,W16_55,nsp1,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725297,CONSPUMPTION,W16_105,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PUBMED:32726355,da173,id5db145b0
WP4868,W16_105,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W16_72,INF_minus_I_space_alpha_slash__space_beta,NA,NA,PROTEIN,urn:miriam:wikidata:Q6046488,PUBMED:32726355,id5db145b0,e6fbe
WP4868,W16_94,MAVS,NA,NA,PROTEIN,urn:miriam:ensembl:ENSG00000088888,CONSPUMPTION,W16_103,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:32695122,fa763,id51069b65
WP4868,W16_103,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W16_88,TRAF3,NA,NA,GENE,urn:miriam:ensembl:ENSG00000131323,PUBMED:32695122,id51069b65,f673f
WP4868,W16_77,PLpro_space_(nsp3),NA,NA,PROTEIN,urn:miriam:refseq:YP_009725299.1,CONSPUMPTION,W16_57,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,e9fd0,dca81
WP4868,W16_57,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W16_88,TRAF3,NA,NA,GENE,urn:miriam:ensembl:ENSG00000131323,NA,dca81,f673f
WP4868,W16_76,ACE2,UNIPROT:Q9BYF1,NA,GENE,urn:miriam:uniprot:Q9BYF1,CONSPUMPTION,W16_115,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:33596266,e92a9,idd827ab35
WP4868,W16_115,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W16_20,Endosome,NA,NA,UNKNOWN,NA,PUBMED:33596266,idd827ab35,b8c2d
WP4868,W16_8,azithromycin,NA,NA,SIMPLE_MOLECULE,urn:miriam:wikidata:Q165399;urn:miriam:pubmed:32205204,CONSPUMPTION,W16_15,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PUBMED:19893639;PUBMED:17667842,ac609,b22d1
WP4868,W16_15,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W16_53,Pro_minus_inflammatory_space__br_cytokines_space_production,NA,NA,PHENOTYPE,NA,PUBMED:19893639;PUBMED:17667842,b22d1,d99d5
WP4868,W16_8,azithromycin,NA,NA,SIMPLE_MOLECULE,urn:miriam:wikidata:Q165399;urn:miriam:pubmed:32205204,CONSPUMPTION,W16_67,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PUBMED:30406125,ac609,e1bdb
WP4868,W16_67,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W16_49,d46a8,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000213928;urn:miriam:ensembl:ENSG00000115415;urn:miriam:ensembl:ENSG00000170581,PUBMED:30406125,e1bdb,d46a8
WP4868,W16_38,SARS_minus_CoV_space_2,NA,NA,UNKNOWN,NA,CONSPUMPTION,W16_23,NA,NA,NA,POSITIVE_INFLUENCE,NA,NA,c8487,b9579
WP4868,W16_23,NA,NA,NA,POSITIVE_INFLUENCE,NA,PRODUCTION,W16_69,TLR2,UNIPROT:O60603,NA,PROTEIN,urn:miriam:uniprot:O60603,NA,b9579,e33e6
WP4868,W16_50,TREML4_space_,UNIPROT:Q6UXN2,NA,PROTEIN,urn:miriam:uniprot:Q6UXN2,CONSPUMPTION,W16_100,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,PUBMED:25848864,d4fdc,id2aa49a5d
WP4868,W16_100,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,PRODUCTION,W16_92,STAT1,NA,NA,GENE,urn:miriam:ensembl:ENSG00000115415,PUBMED:25848864,id2aa49a5d,f9489
WP4868,W16_77,PLpro_space_(nsp3),NA,NA,PROTEIN,urn:miriam:refseq:YP_009725299.1,CONSPUMPTION,W16_51,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PUBMED:31226023,e9fd0,d52dc
WP4868,W16_51,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W16_42,IKBKE,NA,NA,GENE,urn:miriam:ensembl:ENSG00000263528,PUBMED:31226023,d52dc,cb0df
WP4868,W16_69,TLR2,UNIPROT:O60603,NA,PROTEIN,urn:miriam:uniprot:O60603,CONSPUMPTION,W16_111,NA,NA,NA,STATE_TRANSITION,NA,NA,e33e6,id97a8368b
WP4868,W16_111,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W16_63,MYD88,NA,NA,GENE,urn:miriam:ensembl:ENSG00000172936,NA,id97a8368b,dfbb7
WP4868,W16_71,TLR7,NA,NA,GENE,urn:miriam:ensembl:ENSG00000196664,CONSPUMPTION,W16_116,NA,NA,NA,UNKNOWN_TRANSITION,NA,PUBMED:25848864,e4953,idf6e0bc7f
WP4868,W16_50,TREML4_space_,UNIPROT:Q6UXN2,NA,PROTEIN,urn:miriam:uniprot:Q6UXN2,PHYSICAL_STIMULATION,W16_116,NA,NA,NA,UNKNOWN_TRANSITION,NA,PUBMED:25848864,d4fdc,idf6e0bc7f
WP4868,W16_116,NA,NA,NA,UNKNOWN_TRANSITION,NA,PRODUCTION,W16_91,MYD88,NA,NA,GENE,urn:miriam:ensembl:ENSG00000172936,PUBMED:25848864,idf6e0bc7f,f8b63
WP4868,W16_1,SARS_minus_CoV_space_2,NA,NA,UNKNOWN,NA,CONSPUMPTION,W16_61,NA,NA,NA,POSITIVE_INFLUENCE,NA,NA,a63e3,de4da
WP4868,W16_61,NA,NA,NA,POSITIVE_INFLUENCE,NA,PRODUCTION,W16_6,ACE2,UNIPROT:Q9BYF1,NA,GENE,urn:miriam:uniprot:Q9BYF1,NA,de4da,aaf33
WP4868,W16_91,MYD88,NA,NA,GENE,urn:miriam:ensembl:ENSG00000172936,CONSPUMPTION,W16_89,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:33506952,f8b63,f88d9
WP4868,W16_89,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W16_70,IRAK4,NA,NA,PROTEIN,urn:miriam:ensembl:ENSG00000198001,PUBMED:33506952,f88d9,e33f8
WP4868,W16_39,nsp16,NA,NA,PROTEIN,urn:miriam:ncbiprotein:YP_009725311,CONSPUMPTION,W16_48,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PUBMED:32726355,c8bd9,d3137
WP4868,W16_48,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W16_22,MDA5_space_,NA,NA,PROTEIN,urn:miriam:ensembl:ENSG00000115267,PUBMED:32726355,d3137,b93b0
WP4868,W16_98,TRAF6,NA,NA,GENE,urn:miriam:ensembl:ENSG00000175104,CONSPUMPTION,W16_11,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:33506952,fe40f,aef8e
WP4868,W16_11,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W16_75,NFkB,NA,NA,UNKNOWN,NA,PUBMED:33506952,aef8e,e788c
WP4868,W16_99,SARS_minus_CoV_space_2_space_RNA,NA,NA,RNA,urn:miriam:wikidata:Q82069695,CONSPUMPTION,W16_87,NA,NA,NA,UNKNOWN_TRANSITION,NA,PUBMED:32726355;PUBMED:32695122,ff396,f3314
WP4868,W16_87,NA,NA,NA,UNKNOWN_TRANSITION,NA,PRODUCTION,W16_22,MDA5_space_,NA,NA,PROTEIN,urn:miriam:ensembl:ENSG00000115267,PUBMED:32726355;PUBMED:32695122,f3314,b93b0
WP4868,W16_1,SARS_minus_CoV_space_2,NA,NA,UNKNOWN,NA,CONSPUMPTION,W16_25,NA,NA,NA,POSITIVE_INFLUENCE,NA,NA,a63e3,bb605
WP4868,W16_25,NA,NA,NA,POSITIVE_INFLUENCE,NA,PRODUCTION,W16_62,TMPRSS2,UNIPROT:O15393,NA,PROTEIN,urn:miriam:uniprot:O15393,NA,bb605,df9cf
WP4868,W16_22,MDA5_space_,NA,NA,PROTEIN,urn:miriam:ensembl:ENSG00000115267,CONSPUMPTION,W16_29,NA,NA,NA,UNKNOWN_TRANSITION,NA,PUBMED:32726355;PUBMED:32695122,b93b0,bd252
WP4868,W16_29,NA,NA,NA,UNKNOWN_TRANSITION,NA,PRODUCTION,W16_94,MAVS,NA,NA,PROTEIN,urn:miriam:ensembl:ENSG00000088888,PUBMED:32726355;PUBMED:32695122,bd252,fa763
WP4868,W16_38,SARS_minus_CoV_space_2,NA,NA,UNKNOWN,NA,CONSPUMPTION,W16_60,NA,NA,NA,POSITIVE_INFLUENCE,NA,NA,c8487,de4c5
WP4868,W16_60,NA,NA,NA,POSITIVE_INFLUENCE,NA,PRODUCTION,W16_16,TLR6,UNIPROT:Q9Y2C9,NA,PROTEIN,urn:miriam:uniprot:Q9Y2C9,NA,de4c5,b5481
WP4868,W16_70,IRAK4,NA,NA,PROTEIN,urn:miriam:ensembl:ENSG00000198001,CONSPUMPTION,W16_110,NA,NA,NA,STATE_TRANSITION,NA,PUBMED:33506952,e33f8,id7c297d34
WP4868,W16_110,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W16_88,TRAF3,NA,NA,GENE,urn:miriam:ensembl:ENSG00000131323,PUBMED:33506952,id7c297d34,f673f
WP4868,W16_77,PLpro_space_(nsp3),NA,NA,PROTEIN,urn:miriam:refseq:YP_009725299.1,CONSPUMPTION,W16_108,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PUBMED:31226023,e9fd0,id72e167d2
WP4868,W16_108,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W16_74,IRF3,NA,NA,GENE,urn:miriam:ensembl:ENSG00000126456,PUBMED:31226023,id72e167d2,e7683
WP4880,W17_52,e2203,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000107643;urn:miriam:ensembl:ENSG00000112062,CONSPUMPTION,W17_32,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,NA,e2203,c3ed8
WP4880,W17_32,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,PRODUCTION,W17_64,ebc96,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000177606;urn:miriam:ensembl:ENSG00000170345,NA,c3ed8,ebc96
WP4880,W17_26,4b,NA,NA,PROTEIN,NA,CONSPUMPTION,W17_4,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,be379,a4da4
WP4880,W17_4,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_41,NFKB1,NA,NA,GENE,urn:miriam:ensembl:ENSG00000109320,NA,a4da4,d3bcb
WP4880,W17_35,c82e3,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000055332;urn:miriam:ensembl:ENSG00000089127;urn:miriam:ensembl:ENSG00000111335;urn:miriam:ensembl:ENSG00000111331,CONSPUMPTION,W17_14,NA,NA,NA,STATE_TRANSITION,NA,NA,c82e3,af7a1
WP4880,W17_14,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W17_30,Innate_space_Immunity,NA,NA,PHENOTYPE,urn:miriam:wikipathways:WP4912,NA,af7a1,c1ec8
WP4880,W17_41,NFKB1,NA,NA,GENE,urn:miriam:ensembl:ENSG00000109320,CONSPUMPTION,W17_87,NA,NA,NA,STATE_TRANSITION,NA,NA,d3bcb,id35fa82f
WP4880,W17_87,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W17_70,INF_minus_I,NA,NA,PROTEIN,NA,NA,id35fa82f,f1657
WP4880,W17_57,IRF3,NA,NA,GENE,urn:miriam:ensembl:ENSG00000126456,CONSPUMPTION,W17_11,NA,NA,NA,STATE_TRANSITION,NA,NA,e7683,aa450
WP4880,W17_11,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W17_70,INF_minus_I,NA,NA,PROTEIN,NA,NA,aa450,f1657
WP4880,W17_78,8b,NA,NA,PROTEIN,NA,CONSPUMPTION,W17_55,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,f8423,e5c9e
WP4880,W17_55,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_57,IRF3,NA,NA,GENE,urn:miriam:ensembl:ENSG00000126456,NA,e5c9e,e7683
WP4880,W17_17,NFKBIA,NA,NA,GENE,urn:miriam:ensembl:ENSG00000100906,CONSPUMPTION,W17_50,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,b6958,de9af
WP4880,W17_50,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_41,NFKB1,NA,NA,GENE,urn:miriam:ensembl:ENSG00000109320,NA,de9af,d3bcb
WP4880,W17_47,S_space_,NA,NA,PROTEIN,NA,CONSPUMPTION,W17_104,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,dcf15,idb5791c5d
WP4880,W17_104,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_57,IRF3,NA,NA,GENE,urn:miriam:ensembl:ENSG00000126456,NA,idb5791c5d,e7683
WP4880,W17_1,8ab,NA,NA,PROTEIN,NA,CONSPUMPTION,W17_15,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,a0f5b,afaf3
WP4880,W17_15,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_57,IRF3,NA,NA,GENE,urn:miriam:ensembl:ENSG00000126456,NA,afaf3,e7683
WP4880,W17_62,PLpro_space_(nsp3),NA,NA,PROTEIN,urn:miriam:refseq:YP_009725299.1,CONSPUMPTION,W17_46,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,e9fd0,dca81
WP4880,W17_46,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_76,TRAF3,NA,NA,GENE,urn:miriam:ensembl:ENSG00000131323,NA,dca81,f673f
WP4880,W17_77,f7910,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000115267;urn:miriam:ensembl:ENSG00000107201,CONSPUMPTION,W17_103,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,NA,f7910,ida2f990b7
WP4880,W17_103,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,PRODUCTION,W17_8,MAVS,NA,NA,GENE,urn:miriam:ensembl:ENSG00000088888,NA,ida2f990b7,a978e
WP4880,W17_75,S_space_,NA,NA,PROTEIN,NA,CONSPUMPTION,W17_10,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,f54c4,a9f45
WP4880,W17_10,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_41,NFKB1,NA,NA,GENE,urn:miriam:ensembl:ENSG00000109320,NA,a9f45,d3bcb
WP4880,W17_39,4a,NA,NA,PROTEIN,NA,CONSPUMPTION,W17_99,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,cbc6c,id7fbf0e5c
WP4880,W17_99,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_58,viral_br_RNA,NA,NA,RNA,NA,NA,id7fbf0e5c,e7c25
WP4880,W17_65,nsp3,NA,NA,PROTEIN,NA,CONSPUMPTION,W17_92,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,ed5ac,id563444ae
WP4880,W17_92,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_30,Innate_space_Immunity,NA,NA,PHENOTYPE,urn:miriam:wikipathways:WP4912,NA,id563444ae,c1ec8
WP4880,W17_12,6,UNIPROT:P59634,NA,PROTEIN,urn:miriam:uniprot:P59634,CONSPUMPTION,W17_106,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,ac5ae,idfc1498e4
WP4880,W17_106,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_73,STAT1,NA,NA,GENE,urn:miriam:ensembl:ENSG00000115415,NA,idfc1498e4,f2e43
WP4880,W17_7,MAP3K7,NA,NA,GENE,urn:miriam:ensembl:ENSG00000135341,CONSPUMPTION,W17_6,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,NA,a85dc,a744d
WP4880,W17_6,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,PRODUCTION,W17_52,e2203,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000107643;urn:miriam:ensembl:ENSG00000112062,NA,a744d,e2203
WP4880,W17_64,ebc96,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000177606;urn:miriam:ensembl:ENSG00000170345,CONSPUMPTION,W17_45,NA,NA,NA,STATE_TRANSITION,NA,NA,ebc96,dabfe
WP4880,W17_45,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W17_70,INF_minus_I,NA,NA,PROTEIN,NA,NA,dabfe,f1657
WP4880,W17_19,TICAM1,NA,NA,GENE,urn:miriam:ncbigene:148022,CONSPUMPTION,W17_91,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,NA,b7b77,id4db933d9
WP4880,W17_91,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,PRODUCTION,W17_74,RIPK1,NA,NA,GENE,urn:miriam:ensembl:ENSG00000137275,NA,id4db933d9,f3ad2
WP4880,W17_84,TRAF6,NA,NA,GENE,urn:miriam:ensembl:ENSG00000175104,CONSPUMPTION,W17_85,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,NA,fe40f,ff46e
WP4880,W17_85,NA,NA,NA,REDUCED_PHYSICAL_STIMULATION,NA,PRODUCTION,W17_7,MAP3K7,NA,NA,GENE,urn:miriam:ensembl:ENSG00000135341,NA,ff46e,a85dc
WP4880,W17_58,viral_br_RNA,NA,NA,RNA,NA,CONSPUMPTION,W17_105,NA,NA,NA,UNKNOWN_TRANSITION,NA,NA,e7c25,idd054dc88
WP4880,W17_40,PLPro,NA,NA,PROTEIN,NA,INHIBITION,W17_105,NA,NA,NA,UNKNOWN_TRANSITION,NA,NA,cec53,idd054dc88
WP4880,W17_63,M,UNIPROT:P59596,NA,PROTEIN,urn:miriam:uniprot:P59596,INHIBITION,W17_105,NA,NA,NA,UNKNOWN_TRANSITION,NA,NA,ea9e0,idd054dc88
WP4880,W17_59,N,NA,NA,PROTEIN,urn:miriam:wikidata:Q89457519,INHIBITION,W17_105,NA,NA,NA,UNKNOWN_TRANSITION,NA,NA,e932d,idd054dc88
WP4880,W17_105,NA,NA,NA,UNKNOWN_TRANSITION,NA,PRODUCTION,W17_77,f7910,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000115267;urn:miriam:ensembl:ENSG00000107201,NA,idd054dc88,f7910
WP4880,W17_26,4b,NA,NA,PROTEIN,NA,CONSPUMPTION,W17_51,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,be379,dff12
WP4880,W17_51,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_57,IRF3,NA,NA,GENE,urn:miriam:ensembl:ENSG00000126456,NA,dff12,e7683
WP4880,W17_59,N,NA,NA,PROTEIN,urn:miriam:wikidata:Q89457519,CONSPUMPTION,W17_3,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,e932d,a4cdc
WP4880,W17_3,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_41,NFKB1,NA,NA,GENE,urn:miriam:ensembl:ENSG00000109320,NA,a4cdc,d3bcb
WP4880,W17_62,PLpro_space_(nsp3),NA,NA,PROTEIN,urn:miriam:refseq:YP_009725299.1,CONSPUMPTION,W17_43,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,e9fd0,d52dc
WP4880,W17_43,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_38,IKBKE,NA,NA,GENE,urn:miriam:ensembl:ENSG00000263528,NA,d52dc,cb0df
WP4880,W17_20,b8407,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000159110;urn:miriam:ensembl:ENSG00000142166,CONSPUMPTION,W17_66,NA,NA,NA,UNKNOWN_TRANSITION,NA,NA,b8407,ed722
WP4880,W17_66,NA,NA,NA,UNKNOWN_TRANSITION,NA,PRODUCTION,W17_48,dd322,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000105397;urn:miriam:ensembl:ENSG00000162434,NA,ed722,dd322
WP4880,W17_70,INF_minus_I,NA,NA,PROTEIN,NA,CONSPUMPTION,W17_93,NA,NA,NA,STATE_TRANSITION,NA,NA,f1657,id619b1996
WP4880,W17_93,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W17_9,INF_minus_I,NA,NA,PROTEIN,NA,NA,id619b1996,a9f04
WP4880,W17_36,4a,NA,NA,PROTEIN,NA,CONSPUMPTION,W17_44,NA,NA,NA,NEGATIVE_INFLUENCE,NA,NA,c9f11,da889
WP4880,W17_44,NA,NA,NA,NEGATIVE_INFLUENCE,NA,PRODUCTION,W17_41,NFKB1,NA,NA,GENE,urn:miriam:ensembl:ENSG00000109320,NA,da889,d3bcb
WP4880,W17_21,ISRE,NA,NA,GENE,NA,CONSPUMPTION,W17_25,NA,NA,NA,STATE_TRANSITION,NA,NA,b94d2,bc446
WP4880,W17_42,d46a8,NA,NA,COMPLEX,urn:miriam:ensembl:ENSG00000170581;urn:miriam:ensembl:ENSG00000115415;urn:miriam:ensembl:ENSG00000213928,PHYSICAL_STIMULATION,W17_25,NA,NA,NA,STATE_TRANSITION,NA,NA,d46a8,bc446
WP4880,W17_25,NA,NA,NA,STATE_TRANSITION,NA,PRODUCTION,W17_71,ISGs,NA,NA,PROTEIN,NA,NA,bc446,f1bfb
